1001,1,起床時薬,0600,0600,8201,9999999999
1002,1,朝食前,0645,0645,8202,9999999999
1003,1,朝食直前,0655,0655,8302,9999999999
1004,1,朝食直後,0705,0705,8304,9999999999
1005,1,朝食後,0745,0745,8204,9999999999
1006,1,朝食間,0945,0945,8209,9999999999
1007,1,昼食前,1145,1145,8208,9999999999
1008,1,昼食直前,1155,1155,8308,9999999999
1009,1,昼食直後,1205,1205,8310,9999999999
1010,1,昼食後,1245,1245,8210,9999999999
1011,1,昼食間,1445,1445,8221,9999999999
1012,1,夕食前,1845,1845,8214,9999999999
1013,1,夕食直前,1855,1855,8314,9999999999
1014,1,夕食直後,1905,1905,8316,9999999999
1015,1,夕食後,1945,1945,8216,9999999999
1016,1,夕食間,2145,2145,8224,9999999999
1017,1,寝る前,2230,2230,8220,9999999999
1018,1,0時,4000,4000,8000,9999999999
1019,1,0時30分,5003,5003,8100,9999999999
1020,1,1時,4001,4001,8001,9999999999
1021,1,1時30分,5013,5013,8101,9999999999
1022,1,2時,4002,4002,8002,9999999999
1023,1,2時30分,5023,5023,8102,9999999999
1024,1,3時,4003,4003,8003,9999999999
1025,1,3時30分,5033,5033,8103,9999999999
1026,1,4時,4004,4004,8004,9999999999
1027,1,4時30分,5043,5043,8104,9999999999
1028,1,5時,4005,4005,8005,9999999999
1029,1,5時30分,5053,5053,8105,9999999999
1030,1,6時,4006,4006,8006,9999999999
1031,1,6時30分,5063,5063,8106,9999999999
1032,1,7時,4007,4007,8007,9999999999
1033,1,7時30分,5073,5073,8107,9999999999
1034,1,8時,4008,4008,8008,9999999999
1035,1,8時30分,5083,5083,8108,9999999999
1036,1,9時,4009,4009,8009,9999999999
1037,1,9時30分,5093,5093,8109,9999999999
1038,1,10時,4010,4010,8010,9999999999
1039,1,10時30分,5103,5103,8110,9999999999
1040,1,11時,4011,4011,8011,9999999999
1041,1,11時30分,5113,5113,8111,9999999999
1042,1,12時,4012,4012,8012,9999999999
1043,1,12時30分,5123,5123,8112,9999999999
1044,1,13時,4013,4013,8013,9999999999
1045,1,13時30分,5133,5133,8113,9999999999
1046,1,14時,4014,4014,8014,9999999999
1047,1,14時30分,5143,5143,8114,9999999999
1048,1,15時,4015,4015,8015,9999999999
1049,1,15時30分,5153,5153,8115,9999999999
1050,1,16時,4016,4016,8016,9999999999
1051,1,16時30分,5163,5163,8116,9999999999
1052,1,17時,4017,4017,8017,9999999999
1053,1,17時30分,5173,5173,8117,9999999999
1054,1,18時,4018,4018,8018,9999999999
1055,1,18時30分,5183,5183,8118,9999999999
1056,1,19時,4019,4019,8019,9999999999
1057,1,19時30分,5193,5193,8119,9999999999
1058,1,20時,4020,4020,8020,9999999999
1059,1,20時30分,5203,5203,8120,9999999999
1060,1,21時,4021,4021,8021,9999999999
1061,1,21時30分,5213,5213,8121,9999999999
1062,1,22時,4022,4022,8022,9999999999
1063,1,22時30分,5223,5223,8122,9999999999
1064,1,23時,4023,4023,8023,9999999999
1065,1,23時30分,5233,5233,8123,9999999999
1066,1,24時,4024,4024,8024,9999999999
2001,2,起床時薬,0600,0600,8201,9999999999
2002,2,朝食前,0645,0645,8202,9999999999
2003,2,朝食直前,0655,0655,8302,9999999999
2004,2,朝食直後,0705,0705,8304,9999999999
2005,2,朝食後,0745,0745,8204,9999999999
2006,2,朝食間,0945,0945,8209,9999999999
2007,2,昼食前,1145,1145,8208,9999999999
2008,2,昼食直前,1155,1155,8308,9999999999
2009,2,昼食直後,1205,1205,8310,9999999999
2010,2,昼食後,1245,1245,8210,9999999999
2011,2,昼食間,1445,1445,8221,9999999999
2012,2,夕食前,1845,1845,8214,9999999999
2013,2,夕食直前,1855,1855,8314,9999999999
2014,2,夕食直後,1905,1905,8316,9999999999
2015,2,夕食後,1945,1945,8216,9999999999
2016,2,夕食間,2145,2145,8224,9999999999
2017,2,寝る前,2230,2230,8220,9999999999
2018,2,0時,4000,4000,8000,9999999999
2019,2,0時30分,5003,5003,8100,9999999999
2020,2,1時,4001,4001,8001,9999999999
2021,2,1時30分,5013,5013,8101,9999999999
2022,2,2時,4002,4002,8002,9999999999
2023,2,2時30分,5023,5023,8102,9999999999
2024,2,3時,4003,4003,8003,9999999999
2025,2,3時30分,5033,5033,8103,9999999999
2026,2,4時,4004,4004,8004,9999999999
2027,2,4時30分,5043,5043,8104,9999999999
2028,2,5時,4005,4005,8005,9999999999
2029,2,5時30分,5053,5053,8105,9999999999
2030,2,6時,4006,4006,8006,9999999999
2031,2,6時30分,5063,5063,8106,9999999999
2032,2,7時,4007,4007,8007,9999999999
2033,2,7時30分,5073,5073,8107,9999999999
2034,2,8時,4008,4008,8008,9999999999
2035,2,8時30分,5083,5083,8108,9999999999
2036,2,9時,4009,4009,8009,9999999999
2037,2,9時30分,5093,5093,8109,9999999999
2038,2,10時,4010,4010,8010,9999999999
2039,2,10時30分,5103,5103,8110,9999999999
2040,2,11時,4011,4011,8011,9999999999
2041,2,11時30分,5113,5113,8111,9999999999
2042,2,12時,4012,4012,8012,9999999999
2043,2,12時30分,5123,5123,8112,9999999999
2044,2,13時,4013,4013,8013,9999999999
2045,2,13時30分,5133,5133,8113,9999999999
2046,2,14時,4014,4014,8014,9999999999
2047,2,14時30分,5143,5143,8114,9999999999
2048,2,15時,4015,4015,8015,9999999999
2049,2,15時30分,5153,5153,8115,9999999999
2050,2,16時,4016,4016,8016,9999999999
2051,2,16時30分,5163,5163,8116,9999999999
2052,2,17時,4017,4017,8017,9999999999
2053,2,17時30分,5173,5173,8117,9999999999
2054,2,18時,4018,4018,8018,9999999999
2055,2,18時30分,5183,5183,8118,9999999999
2056,2,19時,4019,4019,8019,9999999999
2057,2,19時30分,5193,5193,8119,9999999999
2058,2,20時,4020,4020,8020,9999999999
2059,2,20時30分,5203,5203,8120,9999999999
2060,2,21時,4021,4021,8021,9999999999
2061,2,21時30分,5213,5213,8121,9999999999
2062,2,22時,4022,4022,8022,9999999999
2063,2,22時30分,5223,5223,8122,9999999999
2064,2,23時,4023,4023,8023,9999999999
2065,2,23時30分,5233,5233,8123,9999999999
2066,2,24時,4024,4024,8024,9999999999
3001,1,朝食前,0018,0645,8202,333
3002,1,朝食直後,0019,0705,8304,333
3003,1,朝食直前,0020,0655,8302,333
3004,1,あさ食前,0027,0645,8202,333
3005,1,あさ食直後,0028,0705,8304,333
3006,1,あさ食直前,0029,0655,8302,333
3007,1,昼食前,0036,1245,8210,333
3008,1,ひる食前,0045,1245,8210,333
3009,1,夕食前,0054,1945,8216,333
3010,1,ゆう食前,0063,1945,8216,333
3011,1,起床時,0070,0600,8201,333
3012,1,ねる前,0071,2145,8224,333
4001,2,朝食前,0018,0645,8202,333
4002,2,朝食直後,0019,0705,8304,333
4003,2,朝食直前,0020,0655,8302,333
4004,2,あさ食前,0027,0645,8202,333
4005,2,あさ食直後,0028,0705,8304,333
4006,2,あさ食直前,0029,0655,8302,333
4007,2,昼食前,0036,1245,8210,333
4008,2,ひる食前,0045,1245,8210,333
4009,2,夕食前,0054,1945,8216,333
4010,2,ゆう食前,0063,1945,8216,333
4011,2,起床時,0070,0600,8201,333
4012,2,ねる前,0071,2145,8224,333
